Date,^GSPC,GGAL.BA,YPFD.BA,PAMP.BA,APBR.BA,SUPV.BA,BMA.BA
28-Feb-18,2744.28,124.26,473.56,51.15,143.91,120.83,210.86
1-Mar-18,2713.83,126.51,466.96,51.8,143.11,122.78,211.27
2-Mar-18,2677.67,121.22,458.31,49.75,139.57,118.09,208.48
6-Mar-18,2720.94,121.56,449.12,49.2,149.21,116.58,200.04
7-Mar-18,2728.12,125.24,458.26,50.6,151.35,117.99,202.24
8-Mar-18,2726.8,123.03,453.49,50.3,146.01,116.19,201.09
9-Mar-18,2738.97,122.64,451.4,51.25,144.36,113.51,201
13-Mar-18,2783.02,132.83,443.75,51.65,148.01,119.17,208.66
14-Mar-18,2765.31,129.6,443.75,52.7,144.91,118.73,205.08
15-Mar-18,2749.48,129.26,434.95,52.7,146.36,120.39,201.96
16-Mar-18,2747.33,129.65,435.55,52.35,141.82,122.05,203.29
20-Mar-18,2712.92,124.94,423.77,49.8,137.97,116.53,198.98
21-Mar-18,2716.94,127.98,428.84,50.35,138.62,118.97,197.24
22-Mar-18,2711.93,130.73,441.76,50.25,146.96,121.9,203.61
23-Mar-18,2643.69,128.81,428.39,49.75,142.37,118.78,200.17
27-Mar-18,2658.55,127.64,437.84,49.55,145.56,120.43,201.09
28-Mar-18,2612.62,129.01,428.2,48.7,140.52,119.07,199.3
29-Mar-18,2605,128.67,429.34,48.25,137.82,119.21,197.47
30-Mar-18,2640.87,128.67,429.34,48.25,137.82,119.21,197.47
3-Apr-18,2581.88,128.67,429.34,48.25,137.82,119.21,197.47
4-Apr-18,2614.45,131.31,432.12,47.55,136.57,123.22,202.88
5-Apr-18,2644.69,131.26,426.8,47.9,136.67,122.34,202.19
6-Apr-18,2662.84,131.85,430.63,48.8,141.22,122.78,204.53
10-Apr-18,2613.16,131.12,431.43,48.25,134.53,119.61,200.82
11-Apr-18,2656.87,132.98,440.82,47.55,140.37,122.09,203.06
12-Apr-18,2642.19,130.04,443.85,46.85,144.41,120.34,201.18
13-Apr-18,2663.99,132.2,448.82,47.65,143.36,122.58,201.5
17-Apr-18,2677.84,126.51,439.38,46,134.58,118.82,196.18
18-Apr-18,2706.39,131.75,452.84,47.6,137.27,119.26,202.74
19-Apr-18,2708.64,131.46,456.02,46.8,142.81,118.14,200.95
20-Apr-18,2693.13,130.19,460.35,46.25,145.06,113.7,201.6
24-Apr-18,2670.29,128.28,457.02,45.7,143.11,112.72,199.03
25-Apr-18,2634.56,129.3,451.05,46.25,140.67,112.72,197.97
26-Apr-18,2639.4,122.79,449.02,45.35,137.47,107.36,187.79
27-Apr-18,2666.94,121.02,457.07,45.15,145.41,108.19,182.56
1-May-18,2648.05,121.02,457.07,45.15,145.41,108.19,182.56
2-May-18,2654.8,121.02,457.07,45.15,145.41,108.19,182.56
3-May-18,2635.67,120.04,438.63,46.75,146.71,105.16,181.78
4-May-18,2629.73,116.96,443.65,46.9,154.9,103.26,186.27
8-May-18,2672.63,108.29,435.1,44.3,152.5,92.91,163.71
9-May-18,2671.92,103.11,429.44,42.1,155.15,93.25,150.54
10-May-18,2697.79,112.73,451.5,45.65,170.53,101.99,157.06
11-May-18,2723.07,119.3,475.5,49.95,185.81,103.84,166.96
15-May-18,2730.13,110.91,509.39,52.85,207.88,95.25,170.78
16-May-18,2711.45,109.18,477.34,52.5,203.84,94.77,172.43
17-May-18,2722.46,111.35,481.37,52.7,206.53,97.4,184.13
18-May-18,2720.13,113.97,489.27,52.85,199.64,100.92,190.4
22-May-18,2733.01,112.98,487.23,52.45,193.3,98.93,187.24
23-May-18,2724.44,110.17,475.9,52,190.25,90.94,186.35
24-May-18,2733.29,107.01,472.82,51.4,184.01,88.38,184.27
25-May-18,2727.76,106.32,467.6,51.35,158.69,87.44,186.73
29-May-18,2727.76,102.42,443.1,49.95,138.11,84.28,181.4
30-May-18,2689.86,101.58,462.28,48.8,149.05,82.06,178.85
31-May-18,2724.01,103.26,449.12,48.85,149.74,81.37,179.18
1-Jun-18,2705.27,104.44,450.95,47.9,149.79,85.22,185.41
5-Jun-18,2746.87,112.29,446.18,48.3,134.01,88.87,186.87
6-Jun-18,2748.8,118.36,452.25,50,128.92,96.17,196.25
7-Jun-18,2772.35,117.08,436.74,49.05,125.92,96.02,191.77
8-Jun-18,2770.37,117.33,450.11,48.5,120.38,93.26,191.07
12-Jun-18,2782,126.46,468.89,51.55,129.57,98.29,201.25
13-Jun-18,2786.85,119.5,453.49,50,125.97,93.26,195.12
14-Jun-18,2775.63,116.39,457.02,50,126.77,87.69,189.98
15-Jun-18,2782.49,113.03,476.6,49.8,132.81,83,181.07
19-Jun-18,2773.75,102.12,443.4,45.4,127.62,72.59,155.03
20-Jun-18,2762.59,107.01,462.93,48.6,134.16,77.33,169.51
21-Jun-18,2767.32,107.01,462.93,48.6,134.16,77.33,169.51
22-Jun-18,2749.76,114.12,467.3,49.6,128.97,82.51,190.5
26-Jun-18,2717.07,100.84,420.99,45.45,129.37,66.28,173
27-Jun-18,2723.06,100.4,414.53,44.65,131.21,65.3,169.27
28-Jun-18,2699.63,89.44,387,41.2,132.46,56.37,153.14
29-Jun-18,2716.31,98.62,394.41,42.2,137.86,60.66,166.92
3-Jul-18,2726.71,92.7,373.39,38.85,142.35,62.48,155.03
4-Jul-18,2713.22,98.52,404.24,42.2,140.5,70.33,175.41
5-Jul-18,2713.22,100.15,419.4,43.8,147.5,71.95,173.38
6-Jul-18,2736.61,100.15,418.46,42.8,143.9,72.1,178.76
10-Jul-18,2784.17,100.15,418.46,42.8,143.9,72.1,178.76
11-Jul-18,2793.84,97.83,410.41,42.95,145.5,69.34,178.47
12-Jul-18,2774.02,99.36,399.28,42.15,140.85,69.19,179.18
13-Jul-18,2798.29,94.72,407.42,41.5,143.9,66.28,173.52
17-Jul-18,2798.43,92.55,407.57,41.05,144.35,63.13,169.98
18-Jul-18,2809.55,96.35,420.29,41.55,150.34,63.32,175.55
19-Jul-18,2815.62,95.76,429.19,42.4,147.95,64.46,174.98
20-Jul-18,2804.49,94.37,427.35,41.65,148.6,61.89,174.23
24-Jul-18,2806.98,95.95,450.76,41.9,156.64,62.04,174.51
25-Jul-18,2820.4,97.93,465.56,42.6,159.68,64.56,176.49
26-Jul-18,2846.07,100.64,469.09,44.1,162.73,70.72,183.33
27-Jul-18,2837.44,99.9,453.99,45,157.99,71.71,184.98
31-Jul-18,2802.6,96.64,444.99,46.3,160.93,71.46,179.79
1-Aug-18,2816.29,96.15,448.32,46.45,159.68,73.48,176.63
2-Aug-18,2813.36,98.27,440.27,45.4,160.63,74.42,174.46
3-Aug-18,2827.22,98.86,436.1,43.7,163.18,71.21,163.85
7-Aug-18,2850.4,100.3,442.06,43.45,168.72,71.41,167.01
8-Aug-18,2858.45,94.37,432.92,41.9,168.38,67.32,154.04
9-Aug-18,2857.7,91.66,425.16,40.85,167.03,63.82,143
10-Aug-18,2853.58,94.37,429.29,41.65,168.08,65.25,149.18
14-Aug-18,2821.93,89.88,443,40.1,172.37,59.77,136.83
15-Aug-18,2839.96,89.93,451.95,38.75,171.17,60.71,137.06
16-Aug-18,2818.37,93.93,449.12,38.25,166.18,60.91,137.77
17-Aug-18,2840.69,91.81,451.4,38.3,162.83,59.33,135.55
21-Aug-18,2857.05,91.81,451.4,38.3,162.83,59.33,135.55
22-Aug-18,2862.96,84.25,462.09,38,152.99,53.41,131.17
23-Aug-18,2861.82,87.81,484.7,38.8,158.63,56.42,136.97
24-Aug-18,2856.98,85.29,484.7,37.65,155.14,54.5,135.27
28-Aug-18,2896.74,78.53,492.1,37.25,162.33,37.68,129.8
29-Aug-18,2897.52,75.12,489.62,37.75,163.08,37.43,127.53
30-Aug-18,2914.04,73.49,512.18,37.7,180.77,37.58,122.96
31-Aug-18,2901.13,74.14,546.26,41.35,205.2,41.97,127.68
4-Sep-18,2901.13,85.64,549.25,43.9,205.95,51.78,153.19
5-Sep-18,2896.72,77.3,557.1,41.85,200.75,49.12,136.68
6-Sep-18,2888.6,81.89,570.32,45.35,204.7,53.66,151.07
7-Sep-18,2878.05,91.46,570.41,45.85,198.4,59.13,158.33
11-Sep-18,2877.13,84.9,555.11,45.75,204.65,56.07,148.99
12-Sep-18,2887.89,83.81,556.45,44.9,197.96,55.23,145.22
13-Sep-18,2888.92,85.44,571.91,45.7,206.35,56.37,148.81
14-Sep-18,2904.18,83.02,595.11,47.2,205.95,54.2,148.85
18-Sep-18,2888.8,92.7,594.76,48.65,215.39,58.79,149.09
19-Sep-18,2904.31,94.87,631.78,49.4,222.79,58.64,150.41
20-Sep-18,2907.95,97.68,649.47,52.2,220.59,62.53,153.57
21-Sep-18,2930.75,106.86,655.69,56.55,215.54,67.76,168.43
25-Sep-18,2919.37,104.74,614.49,53.95,212.94,64.26,164.94
26-Sep-18,2915.56,112.88,630.84,54.15,217.74,69.73,170.5
27-Sep-18,2905.97,111.65,625.52,50.9,223.94,69.09,171.68
28-Sep-18,2914,106.02,637.45,51.5,241.57,65.34,165.22
2-Oct-18,2924.59,100.44,596.85,50.55,236.13,63.08,156.96
3-Oct-18,2923.43,104.54,594.52,48.8,249.57,63.47,159.32
4-Oct-18,2925.51,100.1,588.8,48.7,254.16,61.99,156.45
5-Oct-18,2901.61,93.58,568.68,46,264.21,58.1,147.48
9-Oct-18,2884.43,91.76,566.44,46.05,287.19,54.59,147.15
10-Oct-18,2880.34,86.23,564.6,44.9,294.48,52.52,136.21
11-Oct-18,2785.68,81.59,540.85,43.7,280.59,49.46,128.24
12-Oct-18,2728.37,78.33,519.43,42.05,272.2,48.03,125.98
16-Oct-18,2750.79,78.33,519.43,42.05,272.2,48.03,125.98
17-Oct-18,2809.92,86.82,527.13,45.7,287.14,53.21,133.29
18-Oct-18,2809.21,82.72,527.08,43.7,289.24,50.7,127.82
19-Oct-18,2768.78,81.74,525.59,43.05,281.04,50.8,126.73
23-Oct-18,2755.88,82.33,516.4,44,293.34,50.3,131.45
24-Oct-18,2740.69,81.98,513.12,43.15,287.64,51.39,132.53
25-Oct-18,2656.1,81.69,496.82,43.2,280.1,51.29,138.9
26-Oct-18,2705.57,85.74,535.58,44.05,286.84,57.21,147.72
30-Oct-18,2641.25,81.64,546.81,45.55,286.14,58.44,146.12
31-Oct-18,2682.63,83.12,544.57,46,299.98,58.93,149.84
1-Nov-18,2711.74,82.18,538.51,47.7,290.69,58.1,150.31
2-Nov-18,2740.37,94.23,561.17,50.65,288.64,63.82,165.12
6-Nov-18,2738.31,94.87,574.39,51.25,290.54,62.09,159.89
7-Nov-18,2755.45,94.87,574.39,51.25,290.54,62.09,159.89
8-Nov-18,2813.89,94.67,575.98,50.15,276.75,61.65,151.31
9-Nov-18,2806.83,92.84,558.24,50,266.06,59.48,149.28
13-Nov-18,2726.22,86.77,559.28,47.65,261.61,57.36,143.43
14-Nov-18,2722.18,83.96,532.35,44.2,251.27,54.79,142.72
15-Nov-18,2701.58,87.81,546.61,47,254.36,57.5,149.51
16-Nov-18,2730.2,92.6,570.51,48.85,261.76,59.92,154.89
20-Nov-18,2690.73,92.6,570.51,48.85,261.76,59.92,154.89
21-Nov-18,2641.89,90.13,536.67,46.25,254.06,62.04,150.74
22-Nov-18,2649.93,92.25,543.83,48,258.21,63.87,159.28
23-Nov-18,2649.93,92,545.72,46.9,260.86,63.82,160.36
27-Nov-18,2673.45,96.59,566.64,51.2,265.56,65.99,161.45
28-Nov-18,2682.17,95.95,559.38,51.25,278.05,63.52,162.39
29-Nov-18,2743.79,98.52,575.78,50.95,275.7,65.05,158.29
30-Nov-18,2737.8,100.59,563.66,53.75,268.6,65.59,160.22
4-Dec-18,2790.37,101.93,568.72,54.75,274.85,65.2,160.27
5-Dec-18,2700.06,101.48,582.14,54.7,275.9,66.08,160.12
6-Dec-18,2700.06,100.05,586.66,53.3,278.35,65.84,157.48
7-Dec-18,2695.95,103.26,568.77,55.05,265.2,67.42,157.91
11-Dec-18,2637.72,99.85,548.35,51.3,255.95,64.6,147.34
12-Dec-18,2636.78,104.54,536.43,50.95,253.76,65.99,149.09
13-Dec-18,2651.07,104.39,536.82,50.95,255.61,65.84,148.81
14-Dec-18,2650.54,103.5,536.67,51.35,256.2,64.46,150.22
18-Dec-18,2545.94,96.74,520.52,48.75,258.8,60.86,139.84
19-Dec-18,2546.16,98.82,503.73,49.1,247.26,60.36,143.29
20-Dec-18,2506.96,101.28,502.49,49.6,248.21,60.96,144.42
21-Dec-18,2467.42,99.36,492.25,46.4,244.26,59.38,138.33
25-Dec-18,2351.1,99.36,492.25,46.4,244.26,59.38,138.33
27-Dec-18,2467.7,94.27,500,44.85,238.06,55.19,136.21
28-Dec-18,2488.83,99.21,502.1,46.15,240.91,59.62,145.5
1-Jan-19,2506.85,101.97,502.15,46.75,249.61,62.44,154.65
3-Jan-19,2510.03,105.58,513.6,50.15,265.96,63.72,156.82
4-Jan-19,2447.89,106.52,518.5,50.05,271.11,62.63,158.47
8-Jan-19,2549.69,115.99,539,52.9,284.46,66.38,176.87
9-Jan-19,2574.41,115.01,536.5,53.8,285.95,64.7,173.57
10-Jan-19,2584.96,118.95,538.5,55.3,290.45,67.66,176.87
11-Jan-19,2596.64,122.11,535.2,53.5,288.15,70.38,183.47
15-Jan-19,2582.61,116.83,536.6,53,284.96,69.64,186.58
16-Jan-19,2610.3,115.99,532.35,53.2,281.76,68.65,184.98
17-Jan-19,2616.1,117.97,554.35,53.8,284.91,68.9,179.75
18-Jan-19,2635.96,117.62,563.25,53.8,291.7,68.9,183.85
22-Jan-19,2635.96,123.84,596.5,53.7,293.55,71.85,193.94
23-Jan-19,2632.9,119.3,572.15,52.05,285.75,67.07,185.36
24-Jan-19,2638.7,126.06,567.45,52.35,288.75,68.9,194.65
25-Jan-19,2642.33,123.3,591.95,52.6,290.65,69.29,193
29-Jan-19,2643.85,129.27,567.7,51.55,283.01,71.71,194.04
30-Jan-19,2640,129.02,589,52.55,293.1,73.04,203.23
31-Jan-19,2681.05,130.8,595.55,53.3,298.3,76.1,202.67
1-Feb-19,2704.1,133.61,606.3,53.25,301.9,76.64,202.34
5-Feb-19,2724.87,135.79,615.65,53.1,306.9,83,210.03
6-Feb-19,2737.7,137.22,613.1,55.9,308,83.44,210.92
7-Feb-19,2731.61,133.12,604.6,55.6,303.4,79.94,203.8
8-Feb-19,2706.05,129.37,581.9,54.4,299.7,78.22,201.06
12-Feb-19,2709.8,136.67,584.6,58.9,291.7,80.73,205.54
13-Feb-19,2744.73,138.5,605.55,58.55,305.55,82.8,210.83
14-Feb-19,2753.03,133.42,599.55,57.8,309.3,80.39,203.8
15-Feb-19,2745.73,134.4,605.2,57.75,320.95,80.78,208.99
19-Feb-19,2745.73,132.28,594.1,56.9,322.1,80.14,204.79
20-Feb-19,2779.76,126.9,580.9,54.1,330.9,76.64,193.56
21-Feb-19,2784.7,129.32,588.5,55.5,338.7,76.24,193.28
22-Feb-19,2774.88,126.16,578.4,53.25,331.75,73.38,191.58
26-Feb-19,2796.11,129.81,578.15,53.45,321.4,74.62,194.7
27-Feb-19,2793.9,128.09,567.2,53.25,319.5,74.96,196.06
28-Feb-19,2792.38,122.85,561,51.05,323,71.76,195.92
1-Mar-19,2784.49,119.25,554.2,50.75,309.35,68.06,185.55
5-Mar-19,2792.81,119.25,554.2,50.75,309.35,68.06,185.55
6-Mar-19,2789.65,119.25,554.2,50.75,309.35,68.06,185.55
7-Mar-19,2771.45,107.35,502.25,47.55,309.05,60.61,167.95
8-Mar-19,2748.93,107.7,541.95,50.1,324.3,62.63,174.46
12-Mar-19,2783.3,112.04,560.7,50.6,328.25,62.09,185.55
13-Mar-19,2791.52,110.37,568,49.65,327.7,61.15,178.38
14-Mar-19,2810.92,112.19,576.1,50.7,337.85,60.71,182.58
15-Mar-19,2808.48,109.92,571.5,48.85,333.1,59.13,180.83
19-Mar-19,2832.94,116.29,584.9,52.6,340.75,63.17,195.26
20-Mar-19,2832.57,114.86,577.95,50.7,350.09,60.02,197.39
21-Mar-19,2824.23,116.24,592.45,51.9,359.14,59.48,202.76
22-Mar-19,2854.88,113.92,593.5,50.8,348.74,57.8,198.05
26-Mar-19,2798.36,111.65,580.15,47.85,335.15,54.89,187.1
27-Mar-19,2818.46,106.56,589.35,46.7,348.2,52.67,184.37
28-Mar-19,2805.37,105.23,591.1,45.75,340.45,52.23,177.39
29-Mar-19,2815.44,107.45,595.4,47.35,346.95,53.11,181.49
2-Apr-19,2867.19,107.21,616.15,45.9,341.8,51.78,189.37
3-Apr-19,2867.24,107.21,616.15,45.9,341.8,51.78,189.37
4-Apr-19,2873.4,102.76,614.7,44.2,336.05,48.72,173.71
5-Apr-19,2879.39,105.68,629.65,44,351.59,50.06,179.13
9-Apr-19,2895.77,109.18,652.15,44.65,369.64,54.79,194.7
10-Apr-19,2878.2,103.8,637.05,42.5,366.89,51.34,188.33
11-Apr-19,2888.21,107.31,641.95,42.5,365.39,50.55,194.56
12-Apr-19,2888.32,104.34,632,41.15,352.49,50.65,185.88
16-Apr-19,2905.58,109.67,623.2,41.5,312.2,50.65,194.98
17-Apr-19,2907.06,109.38,638.15,42.2,329.7,50.89,198.09
18-Apr-19,2900.45,109.08,631.9,41.35,324.95,50.5,202.62
19-Apr-19,2905.03,109.08,631.9,41.35,324.95,50.5,202.62
23-Apr-19,2907.97,102.52,615,40,333.2,47.05,190.5
24-Apr-19,2933.68,102.67,629.4,39.85,337.1,47.25,188.38
25-Apr-19,2927.25,95.66,624.65,38.3,337.55,43.65,179.09
26-Apr-19,2926.17,94.03,612.5,38.7,348.35,46.51,175.5
30-Apr-19,2943.03,93.98,586.35,36.2,338.05,44.34,167.77
1-May-19,2945.83,95.71,600,37.45,337.75,44.24,170.27
2-May-19,2923.73,95.71,600,37.45,337.75,44.24,170.27
3-May-19,2917.52,102.67,610.25,39.2,333.45,47.44,186.02
7-May-19,2932.47,107.85,659.2,42.15,331.8,51.29,203
8-May-19,2884.05,105.35,669,41.45,334.35,48.23,196.68
9-May-19,2879.42,111.1,679,43,345.05,49.27,202.15
10-May-19,2870.72,113.9,682,43,335.05,49.27,204.13
14-May-19,2811.87,107.4,641.65,40.55,323.4,47,192.46
15-May-19,2834.41,108.85,657.75,40.85,324.5,47.45,194.34
16-May-19,2850.96,111.9,684.4,41.8,317.65,49.65,198
17-May-19,2876.32,114.95,704.35,42.65,310.65,50.85,207.35
21-May-19,2840.23,112.6,699.1,41.9,310.25,49.7,208.3
22-May-19,2864.36,117.25,687.65,45,318.25,54.7,218.15
23-May-19,2856.27,117.55,685,46.15,322,53.1,220.95
24-May-19,2822.24,117.65,674.95,45.85,317.4,52.25,219.8
28-May-19,2822.24,119.85,699.4,48.35,321.4,53.4,227.75
29-May-19,2802.39,115.8,698.4,46.5,322.3,53.9,218
30-May-19,2783.02,114.15,669.8,46.15,324.85,54,215.55
31-May-19,2788.86,115.95,669.95,46.65,323.7,53.95,223.4
4-Jun-19,2744.45,112.1,670.25,45.6,332.2,50.45,225.05
5-Jun-19,2803.27,117.9,674.2,47.45,333.95,54,239.15
6-Jun-19,2826.15,121.05,675.35,49.1,329.15,55.4,245.05
7-Jun-19,2843.49,123.9,686.25,49.2,335.25,55.8,249.85
